Location,Price,Rooms,Bathrooms,Car Parks,Property Type,Size,Furnishing,Broad Property Type,Latitude,Longitude
"Ampang, Kuala Lumpur",450000,3,2.0,1,Condominium (Corner),1207,Partly Furnished,Condo,3.1589,101.7615
"Setapak, Kuala Lumpur",438000,3,2.0,2,Serviced Residence (Intermediate),1342,Partly Furnished,Serviced Residence,3.2061,101.7271
"Wangsa Maju, Kuala Lumpur",386000,3,2.0,1,Serviced Residence,770,Partly Furnished,Serviced Residence,3.2041,101.7372
"Setapak, Kuala Lumpur",470000,3,2.0,2,Condominium,1280,Partly Furnished,Condo,3.2061,101.7271
"Mont Kiara, Kuala Lumpur",2380000,3,3.0,3,Serviced Residence,2000,Fully Furnished,Serviced Residence,3.1718,101.6501
"Mont Kiara, Kuala Lumpur",1880000,3,3.0,2,Serviced Residence,1600,Fully Furnished,Serviced Residence,3.1718,101.6501
"Ampang Hilir, Kuala Lumpur",750000,1,1.0,1,Serviced Residence,789,Fully Furnished,Serviced Residence,3.1532,101.7475
"Ampang Hilir, Kuala Lumpur",1120000,2,2.0,2,Serviced Residence,1121,Fully Furnished,Serviced Residence,3.1532,101.7475
"KLCC, Kuala Lumpur",1000000,2,1.0,1,Serviced Residence (Intermediate),969,Unfurnished,Serviced Residence,3.1578,101.7123
"Taman Desa, Kuala Lumpur",299999,3,2.0,1,Apartment,950,Partly Furnished,Apartment,3.1026,101.6857
"Kuchai Lama, Kuala Lumpur",600000,3,2.0,2,Condominium (Intermediate),1328,Partly Furnished,Condo,3.0922,101.6862
"Sungai Besi, Kuala Lumpur",555000,3,2.0,1,Condominium (Intermediate),1180,Unfurnished,Condo,3.0645,101.7162
"Sungai Besi, Kuala Lumpur",455000,1,1.0,1,Serviced Residence,780,Partly Furnished,Serviced Residence,3.0645,101.7162
"Kuchai Lama, Kuala Lumpur",385000,3,2.0,1,Serviced Residence (Intermediate),935,Partly Furnished,Serviced Residence,3.0922,101.6862
"Taman Tun Dr Ismail, Kuala Lumpur",850000,3,3.0,1,Townhouse (Duplex),1345,Partly Furnished,Townhouse,3.1518,101.6292
"Mont Kiara, Kuala Lumpur",1100000,4,3.0,1,Condominium (Intermediate),1690,Fully Furnished,Condo,3.1718,101.6501
"KLCC, Kuala Lumpur",1322392,1,1.0,1,Serviced Residence (Corner),764,Partly Furnished,Serviced Residence,3.1578,101.7123
"Mont Kiara, Kuala Lumpur",1350000,2,3.0,2,Serviced Residence,1558,Fully Furnished,Serviced Residence,3.1718,101.6501
"Mont Kiara, Kuala Lumpur",1000000,2,3.0,2,Serviced Residence,1538,Fully Furnished,Serviced Residence,3.1718,101.6501
"Bukit Jalil, Kuala Lumpur",930000,5,3.0,3,Condominium (Corner),1513,Partly Furnished,Condo,3.0593,101.6895
"Mont Kiara, Kuala Lumpur",1100000,2,2.0,1,Serviced Residence,910,Partly Furnished,Serviced Residence,3.1718,101.6501
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",450000,3,2.0,1,Serviced Residence (Intermediate),852,Partly Furnished,Serviced Residence,3.0925,101.6748
"Ampang Hilir, Kuala Lumpur",680000,1,1.0,1,Serviced Residence,608,Fully Furnished,Serviced Residence,3.1532,101.7475
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",360000,3,2.0,2,Serviced Residence,950,Partly Furnished,Serviced Residence,3.0925,101.6748
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",650000,3,2.0,2,Serviced Residence (Intermediate),953,Unfurnished,Serviced Residence,3.0925,101.6748
"KL City, Kuala Lumpur",1500000,2,2.0,1,Serviced Residence,891,Fully Furnished,Serviced Residence,3.1543,101.7155
"Setapak, Kuala Lumpur",680000,4,2.0,2,Condominium,1500,Fully Furnished,Condo,3.2061,101.7271
"Setapak, Kuala Lumpur",473000,3,2.0,2,Condominium,1021,Unfurnished,Condo,3.2061,101.7271
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",710000,3,2.0,2,Condominium,1392,Unfurnished,Condo,3.0925,101.6748
"Bukit Jalil, Kuala Lumpur",680000,3,2.0,2,Condominium,1404,Partly Furnished,Condo,3.0593,101.6895
"Kuchai Lama, Kuala Lumpur",570000,3,2.0,1,Condominium,1120,Partly Furnished,Condo,3.0922,101.6862
"Bukit Jalil, Kuala Lumpur",500000,2,1.0,1,Serviced Residence,667,Partly Furnished,Serviced Residence,3.0593,101.6895
"KLCC, Kuala Lumpur",1960000,4,5.0,1,Condominium,2316,Fully Furnished,Condo,3.1578,101.7123
"KLCC, Kuala Lumpur",1960000,4,5.0,1,Condominium,2315,Fully Furnished,Condo,3.1578,101.7123
"Bangsar, Kuala Lumpur",900000,4,3.0,1,Condominium (Intermediate),1532,Partly Furnished,Condo,3.1283,101.6793
"Bangsar, Kuala Lumpur",1100000,4,3.0,1,Condominium (Intermediate),1600,Partly Furnished,Condo,3.1283,101.6793
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",540000,2,2.0,1,Serviced Residence (Intermediate),797,Unfurnished,Serviced Residence,3.0925,101.6748
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",420000,3,2.0,1,Condominium (Corner),980,Fully Furnished,Condo,3.0925,101.6748
"Wangsa Maju, Kuala Lumpur",399000,4,2.0,1,Apartment (Intermediate),1200,Partly Furnished,Apartment,3.2041,101.7372
"KL City, Kuala Lumpur",1227502,2,2.0,2,Serviced Residence,866,Fully Furnished,Serviced Residence,3.1543,101.7155
"Wangsa Maju, Kuala Lumpur",950000,4,5.0,3,Condominium,2150,Partly Furnished,Condo,3.2041,101.7372
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",855000,4,3.0,2,Condominium,1335,Partly Furnished,Condo,3.0925,101.6748
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",705000,3,2.0,1,Condominium (Intermediate),1086,Partly Furnished,Condo,3.0925,101.6748
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",410000,3,2.0,2,Serviced Residence (Intermediate),950,Partly Furnished,Serviced Residence,3.0925,101.6748
"Kuchai Lama, Kuala Lumpur",630000,3,2.0,2,Condominium (Intermediate),1328,Partly Furnished,Condo,3.0922,101.6862
"Bukit Jalil, Kuala Lumpur",900000,3,2.0,2,Serviced Residence,1170,Fully Furnished,Serviced Residence,3.0593,101.6895
"Setapak, Kuala Lumpur",270000,3,2.0,1,Condominium,850,Partly Furnished,Condo,3.2061,101.7271
"Segambut, Kuala Lumpur",1170000,4,4.0,2,Condominium (Corner),1788,Partly Furnished,Condo,3.189,101.6628
"Seputeh, Kuala Lumpur",2200000,5,5.0,2,Condominium (Intermediate),2906,Fully Furnished,Condo,3.1188,101.6832
"Wangsa Maju, Kuala Lumpur",460000,3,2.0,1,Serviced Residence (Corner),770,Unfurnished,Serviced Residence,3.2041,101.7372
"Wangsa Maju, Kuala Lumpur",455400,3,2.0,1,Serviced Residence (Intermediate),770,Unfurnished,Serviced Residence,3.2041,101.7372
"Wangsa Maju, Kuala Lumpur",550000,4,2.0,1,Serviced Residence,850,Partly Furnished,Serviced Residence,3.2041,101.7372
"Wangsa Maju, Kuala Lumpur",550000,4,2.0,1,Serviced Residence (Corner),900,Unfurnished,Serviced Residence,3.2041,101.7372
"Wangsa Maju, Kuala Lumpur",499000,3,2.0,2,Serviced Residence (Intermediate),770,Unfurnished,Serviced Residence,3.2041,101.7372
"Seputeh, Kuala Lumpur",700000,3,2.0,1,Condominium (Corner),1400,Partly Furnished,Condo,3.1188,101.6832
"Taman Tun Dr Ismail, Kuala Lumpur",1280000,4,3.0,2,Condominium (Intermediate),1826,Partly Furnished,Condo,3.1518,101.6292
"Desa ParkCity, Kuala Lumpur",1280000,3,3.0,2,Condominium (EndLot),1389,Partly Furnished,Condo,3.1865,101.6341
"Desa ParkCity, Kuala Lumpur",1360000,3,2.0,2,Condominium (EndLot),1377,Partly Furnished,Condo,3.1865,101.6341
"Desa ParkCity, Kuala Lumpur",2390000,5,5.0,3,3-sty Terrace/Link House (Intermediate),3200,Fully Furnished,Terrace/Link House,3.1865,101.6341
"Bandar Menjalara, Kuala Lumpur",600000,3,2.0,2,2-sty Terrace/Link House (Intermediate),880,Partly Furnished,Terrace/Link House,3.2015,101.6295
"Mont Kiara, Kuala Lumpur",1350000,3,2.0,2,Condominium (Corner),1200,Partly Furnished,Condo,3.1718,101.6501
"Jalan Kuching, Kuala Lumpur",620000,3,2.0,2,Condominium,1009,Fully Furnished,Condo,3.1864,101.6752
"Mont Kiara, Kuala Lumpur",1645600,4,4.0,2,Condominium,1496,Partly Furnished,Condo,3.1718,101.6501
"Setiawangsa, Kuala Lumpur",485000,3,2.0,1,Condominium (Intermediate),1100,Partly Furnished,Condo,3.1814,101.7351
"Mont Kiara, Kuala Lumpur",4300,2,2.0,1,Serviced Residence,1000,Fully Furnished,Serviced Residence,3.1718,101.6501
"Taman Desa, Kuala Lumpur",770000,3,2.0,1,Condominium,1250,Fully Furnished,Condo,3.1026,101.6857
"Mont Kiara, Kuala Lumpur",900000,3,2.0,1,Condominium (Intermediate),1280,Fully Furnished,Condo,3.1718,101.6501
"Batu Caves, Kuala Lumpur",600000,3,2.0,2,Serviced Residence (Intermediate),975,Partly Furnished,Serviced Residence,3.236,101.6841
"KLCC, Kuala Lumpur",2250000,2,2.0,1,Serviced Residence,1271,Fully Furnished,Serviced Residence,3.1578,101.7123
"KLCC, Kuala Lumpur",1400000,1,1.0,1,Serviced Residence,923,Fully Furnished,Serviced Residence,3.1578,101.7123
"Taman Tun Dr Ismail, Kuala Lumpur",880000,2,2.0,1,Condominium (Intermediate),1200,Fully Furnished,Condo,3.1518,101.6292
"Wangsa Maju, Kuala Lumpur",418000,4,3.0,1,Condominium,1267,Partly Furnished,Condo,3.2041,101.7372
"Taman Desa, Kuala Lumpur",335000,3,2.0,1,Apartment (Intermediate),850,Partly Furnished,Apartment,3.1026,101.6857
"Sentul, Kuala Lumpur",360000,3,2.0,1,Apartment (Intermediate),1005,Unfurnished,Apartment,3.189,101.6896
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",638000,3,2.0,2,Condominium (Corner),1851,Partly Furnished,Condo,3.0925,101.6748
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",430000,1,2.0,1,Serviced Residence (SOHO),775,Fully Furnished,Serviced Residence,3.0925,101.6748
"Setiawangsa, Kuala Lumpur",610000,3,2.0,2,Condominium,1196,Partly Furnished,Condo,3.1814,101.7351
"Setapak, Kuala Lumpur",700000,4,3.0,2,Condominium,1447,Partly Furnished,Condo,3.2061,101.7271
"Setiawangsa, Kuala Lumpur",600000,3,2.0,2,Condominium,1196,Partly Furnished,Condo,3.1814,101.7351
"Bangsar, Kuala Lumpur",1900000,4,3.0,1,Condominium,1950,Partly Furnished,Condo,3.1283,101.6793
"Sri Hartamas, Kuala Lumpur",2800000,5,6.0,3,Condominium,3660,Partly Furnished,Condo,3.1665,101.6575
"Mont Kiara, Kuala Lumpur",1880000,3,3.0,2,Serviced Residence,1573,Fully Furnished,Serviced Residence,3.1718,101.6501
"Mont Kiara, Kuala Lumpur",1800000,5,6.0,3,Condominium,2405,Fully Furnished,Condo,3.1718,101.6501
"Damansara Heights, Kuala Lumpur",1250000,3,2.0,1,Condominium,1380,Partly Furnished,Condo,3.1412,101.6618
"Sungai Besi, Kuala Lumpur",318000,3,2.0,2,Apartment (Intermediate),1100,Fully Furnished,Apartment,3.0645,101.7162
"Sentul, Kuala Lumpur",1100000,4,3.0,2,Condominium (Intermediate),1535,Fully Furnished,Condo,3.189,101.6896
"Setapak, Kuala Lumpur",590000,4,2.0,2,Condominium,1457,Fully Furnished,Condo,3.2061,101.7271
"KLCC, Kuala Lumpur",1360000,3,3.0,2,Serviced Residence (Corner),1281,Partly Furnished,Serviced Residence,3.1578,101.7123
"KLCC, Kuala Lumpur",1170000,2,2.0,1,Serviced Residence,1184,Fully Furnished,Serviced Residence,3.1578,101.7123
